"category","topic","name","url","media_kind","protocol","format","bitrate","is_live","https","language","country","homepage","source_kind","license_note","notes","confidence","favicon_index","access"
"Live TV","News","News 7 Tamil (News 7 Tamil)","https://segment.yuppcdn.net/240122/news7/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.news7tamil.live/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","692",""
"Live TV","News","News Central (News Central)","https://wf.newscentral.ng:8443/hls/stream.m3u8","VIDEO","HLS","m3u8","","true","true","","NG","http://newscentral.africa/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","693",""
"Live TV","News","News Daily 24 (News Daily 24)","https://cdn-6.pishow.tv/live/10009/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.newsdaily24.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","694",""
"Live TV","News","News India 24x7 (News India 24x7)","https://cdn-3.pishow.tv/live/273/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://newsindianetwork.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","695",""
"Live TV","News","News J (News J)","https://cdn-3.pishow.tv/live/1279/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.newsj.tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","696",""
"Live TV","News","News Live (News Live)","https://cdn-6.pishow.tv/live/10011/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.newslivetv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","697",""
"Live TV","News","News Nation (News Nation)","https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/6cd2f649739a45ca9de1daf81cc7d0f2/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.newsnationtv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","698",""
"Live TV","News","News1 (ASTV News 1)","http://news1.live14.com/stream/news1.m3u8","VIDEO","HLS","m3u8","","true","false","","TH","https://news1live.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","699",""
"Live TV","News","News18 Assam North-East (News18 Assam North-East)","https://n18syndication.akamaized.net/bpk-tv/News18_Assam_North_East_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://assam.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","700",""
"Live TV","News","News18 Bangla (News18 Bangla)","https://n18syndication.akamaized.net/bpk-tv/News18_Bangla_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://bengali.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","701",""
"Live TV","News","News18 Bihar Jharkhand (News18 Bihar Jharkhand)","https://n18syndication.akamaized.net/bpk-tv/News18_Bihar_Jharkhand_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindi.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","702",""
"Live TV","News","News18 Delhi NCR JK (News18 Delhi NCR JK)","https://n18syndication.akamaized.net/bpk-tv/News18_JKLH_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindi.news18.com/news/delhi/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","703",""
"Live TV","News","News18 Gujarati (News18 Gujarati)","https://n18syndication.akamaized.net/bpk-tv/News18_Gujarati_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://gujarati.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","704",""
"Live TV","News","News18 India (News18 India)","https://n18syndication.akamaized.net/bpk-tv/News18_India_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindi.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","705",""
"Live TV","News","News18 Madhya Pradesh/Chhattisgarh (News18 Madhya Pradesh/Chhattisgarh)","https://n18syndication.akamaized.net/bpk-tv/News18_MP_Chhattisgarh_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindi.news18.com/madhya-pradesh/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","706",""
"Live TV","News","News18 Marathi (News18 Marathi)","https://n18syndication.akamaized.net/bpk-tv/News18_Lokmat_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://news18marathi.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","707",""
"Live TV","News","News18 Odia (News18 Odia)","https://n18syndication.akamaized.net/bpk-tv/News18_Odia_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://odia.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","708",""
"Live TV","News","News18 Punjab/Haryana/Himachal (News18 Punjab/Haryana/Himachal)","https://n18syndication.akamaized.net/bpk-tv/News18_Punjab_Haryana_HP_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://punjab.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","709",""
"Live TV","News","News18 Rajasthan (News18 Rajasthan)","https://n18syndication.akamaized.net/bpk-tv/News18_Rajasthan_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindi.news18.com/news/rajasthan/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","710",""
"Live TV","News","News18 Tamil Nadu (News18 Tamil Nadu)","https://n18syndication.akamaized.net/bpk-tv/News18_Tamil_Nadu_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://tamil.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","711",""
"Live TV","News","News18 Urdu (News18 Urdu)","https://n18syndication.akamaized.net/bpk-tv/News18_Urdu_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://urdu.news18.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","712",""
"Live TV","News","News18 Uttar Pradesh Uttarakhand (News18 Uttar Pradesh Uttarakhand)","https://n18syndication.akamaized.net/bpk-tv/News18_UP_Uttarakhand_NW18_MOB/output01/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindi.news18.com/news/uttar-pradesh/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","713",""
"Live TV","News","News9Live (News9Live)","https://amg01106-amg01106c3-amgplt0844.playout.now3.amagi.tv/ts-ap-s1-n1/playlist/amg01106-amg01106c3-amgplt0844/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.news9live.com/digital-live-tv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","714",""
"Live TV","News","NewsTime Bangla (NewsTime Bangla)","https://cdn-2.pishow.tv/live/1494/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://newstimebangla.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","715",""
"Live TV","News","NHK World-Japan (NHK World-Japan HD)","https://nhk.lls.pbs.org/index.m3u8","VIDEO","HLS","m3u8","","true","true","","JP","https://www3.nhk.or.jp/nhkworld/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news|culture; quality=1080p","medium","716",""
"Live TV","News","NTV Telugu (NTV Telugu)","https://mumbai-edge.smartplaytv.in/NTVTelugu/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.ntvtelugu.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","717",""
"Live TV","News","Onkar Only Truth TV (Onkar Only Truth TV)","https://5dd3981940faa.streamlock.net/onkarentertainment/onkarentertainment/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","","geo"
"Live TV","News","Polsat News (Polsat News)","https://cdn-s-lb2.pluscdn.pl/lv/1517830/349/hls/f03a76f3/masterlist.m3u8","VIDEO","HLS","m3u8","","true","true","","PL","https://www.polsatnews.pl/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","718",""
"Live TV","News","Polsat News 2 (Polsat News 2)","https://cdn-s-lb2.pluscdn.pl/lv/1533809/392/dash/3de17d4a/live.mpd","VIDEO","DASH","mpd","","true","true","","PL","http://www.polsatnews.pl/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","719",""
"Live TV","News","Polsat News Polityka (Polsat News Polityka)","https://cdn-s-lb2.pluscdn.pl/lv/1511888/322/hls/bd3b0bfe/masterlist.m3u8","VIDEO","HLS","m3u8","","true","true","","PL","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","Pratidin Time (Pratidin Time)","https://server.thelegitpro.in/pratidintime/pratidintime/index.fmp4.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.pratidintime.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","720",""
"Live TV","News","Prime9 News (Prime9 News)","https://mumbai-edge.smartplaytv.in/Prime9News/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://prime9news.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","721",""
"Live TV","News","Prudent Media (Prudent Media)","https://prudentmcdn.rixcast.com/prudentm.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.prudentmedia.in/live-stream.php","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","PSN Canal 45.2 (PSN Canal 45.2)","https://srspsn2.live/live/livestream.m3u8","VIDEO","HLS","m3u8","","true","true","","MX","https://psn.si/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=288p","medium","",""
"Live TV","News","PTC News (PTC News)","https://cdn-4.pishow.tv/live/1502/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.ptcnews.tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","722",""
"Live TV","News","Puthiya Thalaimurai (Puthiya Thalaimurai)","https://segment.yuppcdn.net/240122/puthiya/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.puthiyathalaimurai.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","723",""
"Live TV","News","Quantica TV (Quantica TV)","https://videostream.shockmedia.com.ar:19360/quanticatv/quanticatv.m3u8","VIDEO","HLS","m3u8","","true","true","","AR","https://quanticaradio.com.ar/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","724",""
"Live TV","News","RDX Goa (RDX Goa)","https://g5nl6xoalpq6-hls-live.5centscdn.com/rdxgoa/d0dbe915091d400bd8ee7f27f0791303.sdp/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://rdxgoa.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","",""
"Live TV","News","Real News Kerala (Real News Kerala)","https://bk7l298nyx53-hls-live.5centscdn.com/realnews/e7dee419f91aa9e65939d3677fb9c4f5.sdp/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","Reporter TV (Reporter TV)","https://segment.yuppcdn.net/050522/reporter/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://reporterlive.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","725",""
